,P_IN,2016-01-01 00:14:15.152395+00:00,,1925.0,694.0,0.0,,0000000001,1,,InBound1
,PCHECKIN,2016-01-01 00:14:35.867924+00:00,,2114.0,694.0,0.0,,0000000001,1,,
,PCHECKOUT,2016-01-01 00:14:35.867924+00:00,,2114.0,694.0,0.0,,0000000001,1,,
,POUT,2016-01-01 00:14:52.770682+00:00,,2154.0,694.0,0.0,,0000000001,1,,
