,P_IN,2016-01-01 00:18:11.702036+00:00,,3849.0,859.0,100.0,,0000000001,1,,InBound1
,POUT,2016-01-01 00:18:28.353706+00:00,,3982.0,859.0,100.0,,0000000001,1,,
