,P_IN,2016-01-01 00:17:06.576197+00:00,,3612.0,694.0,0.0,,0000000001,1,,InBound1
,PCHECKIN,2016-01-01 00:17:22.647315+00:00,,3612.0,819.0,0.0,,0000000001,1,,
,PCHECKOUT,2016-01-01 00:17:22.647315+00:00,,3612.0,819.0,0.0,,0000000001,1,,
,POUT,2016-01-01 00:17:39.550073+00:00,,3612.0,859.0,0.0,,0000000001,1,,
