F_IN,P_IN,2016-01-01 00:10:00+00:00,,250.0,0.0,0,,0000000001,1,,InBound1
F_IN,POUT,2016-01-01 00:10:30+00:00,,237.0,244.0,0.0,,0000000001,1,,InBound1
