,P_IN,2016-01-01 00:10:30+00:00,,237.0,244.0,0.0,,0000000001,1,,InBound1
,PCHECKIN,2016-01-01 00:11:02.253991+00:00,,237.0,592.0,0.0,,0000000001,1,,
,PCHECKOUT,2016-01-01 00:11:02.253991+00:00,,237.0,592.0,0.0,,0000000001,1,,
,POUT,2016-01-01 00:11:19.156749+00:00,,237.0,632.0,0.0,,0000000001,1,,
