,P_IN,2016-01-01 00:15:02.606676+00:00,,2386.0,694.0,0.0,,0000000001,1,,InBound1
,PCHECKIN,2016-01-01 00:15:28.910015+00:00,,2652.0,694.0,0.0,,0000000001,1,,
,PCHECKOUT,2016-01-01 00:15:28.910015+00:00,,2652.0,694.0,0.0,,0000000001,1,,
,POUT,2016-01-01 00:15:45.812772+00:00,,2692.0,694.0,0.0,,0000000001,1,,
