,P_IN,2016-01-01 00:13:04.152395+00:00,,1236.0,694.0,0.0,,0000000001,1,,InBound1
,PCHECKIN,2016-01-01 00:13:20.223512+00:00,,1236.0,819.0,0.0,,0000000001,1,,
,PCHECKOUT,2016-01-01 00:13:20.223512+00:00,,1236.0,819.0,0.0,,0000000001,1,,
,POUT,2016-01-01 00:13:37.126270+00:00,,1236.0,859.0,0.0,,0000000001,1,,
