,P_IN,2016-01-01 00:14:20.665321+00:00,,1603.0,859.0,200.0,,0000000001,1,,InBound1
,POUT,2016-01-01 00:14:37.099283+00:00,,1733.0,859.0,200.0,,0000000001,1,,
