,P_IN,2016-01-01 00:13:23.126270+00:00,,1236.0,859.0,0.0,,0000000001,1,,InBound1
,POUT,2016-01-01 00:13:56.759071+00:00,,1603.0,859.0,0.0,,0000000001,1,,
